,first,last,next,prev,page,pages,count,type,id,attributes,relationships,links
10,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005754,"{'bioproject': 'PRJDB8982', 'samples-count': 180, 'accession': 'MGYS00005754', 'secondary-accession': 'DRP005886', 'centre-name': 'Department of Biology, Graduate School of Science, Kobe University', 'is-public': True, 'public-release-date': None, 'study-abstract': 'Study of mycorrhizal fungi community. DNA was extracted from root tips of mycoheterotrophic plants and references.', 'study-name': 'Data of mycorrhizal fungi', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T19:08:08'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Host-associated:Plants:Root', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Plants:Root'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005754/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005754/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005754/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005754/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005754/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005754/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005754'}
11,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005743,"{'bioproject': 'PRJDB5465', 'samples-count': 304, 'accession': 'MGYS00005743', 'secondary-accession': 'DRP004757', 'centre-name': 'Geomicrobiology, Kochi Institute for Core Sample Research, Japan Agency for Marine-Earth Science and Technology', 'is-public': True, 'public-release-date': None, 'study-abstract': 'A massive amount of microbial cells are present in the global subseafloor environment down to several kilometers below the seafloor. However, their diversity, quantity and biogeography have been largely unknown. In this project, we extracted, amplified DNA from the subseafloor microbiome by a consistent method for comparing microbial communities in different depths and sampling locations. Subsequently, we sequenced a partial sequence of 16S rRNA gene. The analyses of microbial compositions as well as correlation analysis with various environmental meta data will provide the information about the environmental factor controlling or constraining microbial composition.', 'study-name': 'Subseafloor microbiome  project', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T17:28:40'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine:Sediment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Sediment'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005743/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005743/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005743/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005743/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005743/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005743/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005743'}
12,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005753,"{'bioproject': 'PRJNA683594', 'samples-count': 1, 'accession': 'MGYS00005753', 'secondary-accession': 'SRP297065', 'centre-name': 'Michigan State University', 'is-public': True, 'public-release-date': None, 'study-abstract': 'We collected manure from a Ceftiofur treated dairy cow to investigate the abundance, mobility and host range of its antibiotic resistome using Nanopore and Pacbio technologies.', 'study-name': 'Manure metagenome from Ceftiofur-treated dairy cow', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T17:00:30'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system:Fecal'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005753/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005753/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005753/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005753/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005753/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005753/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005753'}
13,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005751,"{'bioproject': 'PRJDB7702', 'samples-count': 5, 'accession': 'MGYS00005751', 'secondary-accession': 'DRP004628', 'centre-name': 'Research Institute of Green Science and Technology, Shizuoka University', 'is-public': True, 'public-release-date': None, 'study-abstract': 'This study describes the changes in associated bacteria in the coral Porites lutea showing pink pigmentation response (PPR) using Metagenomic approach. Bacterial communities were isolated from healthy tissues of P. lutea, affected by PPR and recovered from PPR. Also samples isolated from surrounding waters and sediment were analyzed. Sediment samples showed higher diversity, followed by coral tissues showing PPR signs. Unclassified bacteria, particularly the bacteria CAB-I, BB2H16SI and Alphaproteobacteria, especially Methylobacterium predominated in PPR tissues. In contrast, Gammaproteobacteria, especially Endozoicomonas predominated in healthy tissues. We propose to use Endozoicomonas, CAB-I, BB2H16S and Methylobacterium as biomarkers to explore the progress and occurrence of PPR in P. lutea.', 'study-name': 'Associated bacterial profiles in Porites lutea tissues affected by pink pigmentation response (PPR)', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T13:56:17'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Host-associated:Invertebrates:Cnidaria:Coral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Invertebrates:Cnidaria:Coral'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005751/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005751/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005751/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005751/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005751/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005751/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005751'}
14,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005750,"{'bioproject': 'PRJDB6998', 'samples-count': 1, 'accession': 'MGYS00005750', 'secondary-accession': 'DRP004353', 'centre-name': 'Department of Food Science, Ishikawa Prefectural University', 'is-public': True, 'public-release-date': None, 'study-abstract': '16S ribosomal RNA gene was amplified by PCR from traditional fermented foods and was analyzed by high-throughput sequencing.', 'study-name': '16S ribosomal RNA gene sequences from fermented foods', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T13:50:53'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Engineered:Food production:Fermented beverages', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Food%20production:Fermented%20beverages'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005750/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005750/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005750/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005750/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005750/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005750/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005750'}
15,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005742,"{'bioproject': 'PRJDB5860', 'samples-count': 158, 'accession': 'MGYS00005742', 'secondary-accession': 'DRP004306', 'centre-name': 'Lab. of Microbial Technology, Faculty of Agriculture, Kyushu University', 'is-public': True, 'public-release-date': None, 'study-abstract': 'Asia differs substantially among and within its regions populated by diverse ethnic groups, which maintain their own respective cultures and dietary habits. On the other hand, Oriental and Western cultures are now merging at many sites in Asia and affecting our life style, especially daily diets. To inquire into diversity in gut microbiota of Asian people, which must respond to daily diets and link to host health, Asian Microbiome Project (AMP) was established in 2009. AMP aims to build a basal microbiome database of Asians covering entire region and age group and gain an insight into the link between life style and gut microbiota. By sharing information and gained knowledge obtained in this project, we hope to promote health of Asian people.', 'study-name': 'Asian Microbiome Project', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T13:48:32'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005742/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005742/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005742/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005742/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005742/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005742/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005742'}
16,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005741,"{'bioproject': 'PRJDB4240', 'samples-count': 76, 'accession': 'MGYS00005741', 'secondary-accession': 'DRP003823', 'centre-name': 'Mino/Satoh Laboratory, Department of Socio-cultural Environmental Studies, Graduate School of Frontier Sciences, The University of Tokyo', 'is-public': True, 'public-release-date': None, 'study-abstract': 'The data is the whole sequence data for the ""Bacterial population dynamics in a laboratory activated sludge reactor monitored by pyrosequencing of 16S rRNA"", Satoh et al. (2013), Microbes and Environments, 28(1), 65-70.  Bacterial community change in a laboratory activated sludge reactor was analyzed by NGS for around 8 months.  A sudden disappearance of a major population was observed around day 50th, and periodical increase and recessions were observed for many of the observed OTUs.', 'study-name': 'WL Reactor published in ME', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T13:09:08'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Engineered:Wastewater:Activated Sludge', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005741/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005741/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005741/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005741/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005741/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005741/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005741'}
17,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005740,"{'bioproject': 'PRJDB4224', 'samples-count': 34, 'accession': 'MGYS00005740', 'secondary-accession': 'DRP003818', 'centre-name': 'Stellenbosch University', 'is-public': True, 'public-release-date': None, 'study-abstract': ""The Cape Floristic Region has an exceptionally high floral diversity and is recognized as one of the world''s biodiversity hotspots.  However, this region has a poor record of conservation and may endemic plant species are now classified as endangered.  One of the main threats to the region''s ecosystem is the overexploitation of economically valuable plant species such as rooibos (Aspalathus linearis).  The aim of this study was to determine the microbial rhizosphere community structures of rooibos plants in natural and commercial areas.  Rhizosphere soil, root samples and bulk soil were collected from natural and commercial rooibs sites located on two different farms situated in the Cederberg area, the north-western region of the fynbos biome."", 'study-name': 'Microbial communities associated with natural and commercially grown rooibos (Aspalathus linearis) plants', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T12:37:24'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Host-associated:Plants:Rhizosphere:Soil', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Plants:Rhizosphere:Soil'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005740/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005740/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005740/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005740/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005740/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005740/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005740'}
18,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00004323,"{'bioproject': 'PRJDB4050', 'samples-count': 11, 'accession': 'MGYS00004323', 'secondary-accession': 'DRP003758', 'centre-name': 'National Institute of Technology and Evaluation Biological Resource Center', 'is-public': True, 'public-release-date': None, 'study-abstract': '16S rRNA gene amplicons (454-pyrosequencing) raw sequence reads of Chao Phraya River sediment enriched with polycyclic aromatic hydrocarbons. This study aimed to assess the biodegradation of mixed PAHs by indigenous bacteria in river sediment.', 'study-name': 'Bacterial community of river sediment enriched with polycyclic aromatic hydrocarbons', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T12:28:15'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Environmental:Aquatic:Freshwater:Lotic:Sediment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004323/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004323/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004323/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004323/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004323/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004323/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004323'}
19,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005749,"{'bioproject': 'PRJDB5499', 'samples-count': 28, 'accession': 'MGYS00005749', 'secondary-accession': 'DRP003455', 'centre-name': 'Drug Discovery Research Group, Research and Development Division, Biofermin Pharmaceutical Co., Ltd.', 'is-public': True, 'public-release-date': None, 'study-abstract': 'Human rotavirus (RV) infection is a leading cause of dehydrating diarrhea in infants and young children worldwide. We evaluated the role of microbiota in RV infected mice, and the effect of probiotics. For DNA sequencing, DNA extraction from mixture of cecum and colonic contents from suckling mice on 2-5 days old was performed by bead beating and lysozyme digestion. 16S rDNA analysis of the microbial community structure in intestinal contents was performed using a MiSeq platform. The amplicon of V3-V4 region in 16S rDNA was purified using AMPure XP magnetic beads. The Illumina Nextera XT Index kit with dual 8-base indices was used to allow for multiplexing. PCR reactions were performed to incorporate two unique indices to the 16S amplicons. After purification with AMPure XP beads, the purified barcoded library was fluorometrically quantified using a QuantIT PicoGreen ds DNA Assay Kit. Libraries were then diluted to 4 nM using 10 mM Tris-HCl (pH 8.0), followed by pooling the same volume for multiplex sequencing. The multiplexed library pool (10 pM) was spiked with 35% PhiX control DNA (10 pM) to improve base calling during sequencing. Sequencing was conducted using a 2 x? 250-bp paired-end run with MiSeq Reagent Kit v2.', 'study-name': 'Effect of Bifidobacterium on the intestinal microbiota in rotavirus infected mice', 'data-origination': 'HARVESTED', 'last-update': '2021-06-07T12:24:45'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system:Large intestine', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system:Large%20intestine'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005749/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005749/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005749/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005749/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005749/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005749/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005749'}
20,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005748,"{'bioproject': 'PRJDB6401', 'samples-count': 46, 'accession': 'MGYS00005748', 'secondary-accession': 'DRP006863', 'centre-name': 'Korea Food Research Institute', 'is-public': True, 'public-release-date': None, 'study-abstract': 'we conducted a biogeographical assessment of bacteria in a cafeteria kitchen to determine the diversity of microflora on each surface and to evaluate the spatial and temporal variations of the potential cross-contamination routes. High-throughput amplicon sequencing of the 16S rRNA gene from 13 surfaces in a cafeteria kitchen was performed every quarter for one year.', 'study-name': 'Microbial diversity on cafeteria kitchen', 'data-origination': 'HARVESTED', 'last-update': '2021-06-03T13:30:44'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Engineered:Built environment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Built%20environment'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005748/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005748/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005748/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005748/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005748/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005748/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005748'}
21,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005739,"{'bioproject': 'PRJDB4512', 'samples-count': 1, 'accession': 'MGYS00005739', 'secondary-accession': 'DRP003795', 'centre-name': 'Department of Infection Metagenomics', 'is-public': True, 'public-release-date': None, 'study-abstract': 'We evaluated the efficacy of mycobiome analysis strategies using three NGS techniques, Illumina MiSeq, Life Technologies IonPGM, and Pacific Biosciences PacBio RS II sequencing to characterize a mock fungal community consisting of 26 species representing 15 genera.', 'study-name': 'Metagenome sequencing of a mock fungal community consisting of 26 fungal species', 'data-origination': 'HARVESTED', 'last-update': '2021-06-03T10:57:47'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Engineered:Lab enrichment', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005739/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005739/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005739/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005739/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005739/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005739/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005739'}
22,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=1,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=148,https://www.ebi.ac.uk/metagenomics/api/v1/studies?page=2,,1,148,3676,studies,MGYS00005738,"{'bioproject': 'PRJDB4147', 'samples-count': 16, 'accession': 'MGYS00005738', 'secondary-accession': 'DRP003779', 'centre-name': 'Laboratory of food microbiology, Department of food science and technology, Tokyo university of marine science and technology', 'is-public': True, 'public-release-date': None, 'study-abstract': 'Kusaya is a traditional dried fish product manufactured in the Izu Islands in Japan.  Kusaya is produced by soaking fish in a unique brine called kusaya gravy, followed by drying of the fish. This kusaya gravy is a unique fermented gravy which is used repeatedly over several hundred years. In this project, the compositions of microbiota in kusaya gravy was analysed using pyrosequencing.', 'study-name': 'Fermentation microbiota in kusaya gravy', 'data-origination': 'HARVESTED', 'last-update': '2021-06-03T10:56:49'}","{'biomes': {'data': [{'type': 'biomes', 'id': 'root:Engineered:Food production:Fermented seafood', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Food%20production:Fermented%20seafood'}}], 'meta': {'count': 1}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005738/biomes'}}, 'downloads': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005738/downloads'}}, 'samples': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005738/samples'}}, 'analyses': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005738/analyses'}}, 'geocoordinates': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005738/geocoordinates'}}, 'publications': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005738/publications'}}}",{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005738'}
